t,Z,std
1,0.2101700830793154,0.949694070897439
2,0.2117091184764072,0.9478603031291445
3,0.21313420252891152,0.9523720145589348
4,0.21264245165582324,0.9483189301894319
5,0.2142867293757346,0.951946214672726
6,0.21559016635436098,0.9512674342044191
7,0.2088524621546588,0.9498855757873056
8,0.21420237561858183,0.9526075831454157
9,0.21188262306071415,0.9519911610091327
10,0.21666665928723502,0.9508536948532301
11,0.21350300217120072,0.9519605559603074
12,0.2117193267935617,0.9493068558741379
13,0.21606868267581883,0.9479806295294841
14,0.21750518365464672,0.9495852462405523
15,0.21419023049023966,0.9500846799599432
16,0.21717814135411725,0.948707368085634
17,0.21510914189912675,0.9509224903391289
18,0.21342527189228896,0.9490642418096119
19,0.20784385491019436,0.9473369320906825
20,0.21301883992943027,0.9531147102424203
21,0.21476097988043066,0.9507590140003981
22,0.21324057771227894,0.9524789562824437
23,0.21296819298017927,0.9511378525741624
24,0.21255366165827977,0.9530691013031589
25,0.21037855072137734,0.9504084340732418
26,0.2139895366914891,0.9484922206282178
27,0.21259500906696993,0.9515062214776933
28,0.21052768340772116,0.9489249476107879
29,0.2132183962240929,0.9477578418252784
30,0.214370929787405,0.949182795351089
31,0.21364752931687986,0.9505174359065587
32,0.20962950134464628,0.9501528911824769
33,0.21431275569281769,0.9473925463537451
34,0.21286835583122365,0.9482809843113481
35,0.2150759227076285,0.9476768671901465
36,0.21773207245074322,0.9501894455619615
37,0.21241861744510931,0.949487939982756
38,0.2154736779372773,0.94725363427327
39,0.21217506728396052,0.9503663098790572
40,0.21228341321849675,0.9479380643786285
41,0.21260941603355385,0.9530439661137323
42,0.21476886462705727,0.9479078881295389
43,0.21111462475696974,0.948956333372828
44,0.21240208131413169,0.9544188444013683
45,0.21429978742592123,0.9501282144287252
46,0.21387512516426266,0.9500135066650947
47,0.21382350117783802,0.9506886917105541
48,0.21483728362835686,0.9502393121862097
49,0.2135697944476064,0.9496132399674957
50,0.21622565074757866,0.9458560221444494
51,0.21198499963206643,0.9496610312837519
52,0.21164436221120103,0.9515312968167381
53,0.21356418805015084,0.952495567422986
54,0.2148486892114002,0.948329076319286
55,0.2128690553840032,0.9487242195254203
56,0.21349128859228317,0.9513899270296166
57,0.21519445383230718,0.9502096242099238
58,0.21304625278896722,0.9452777731360459
59,0.21549767307398027,0.9493717511645366
60,0.21393298403376929,0.946724842506961
61,0.2129898788496136,0.9506404304956427
62,0.2109560825203615,0.9484385299420656
63,0.21414836866273496,0.950600601204405
64,0.2104546411069051,0.9480256979583915
65,0.21512921747723707,0.9515498676252104
66,0.21463063746682726,0.9511457995344876
67,0.21269670601131238,0.9491117116165161
68,0.20966612988655633,0.9534555088337217
69,0.21215267848706432,0.9461638400574799
70,0.21423420277321892,0.9514180964138658
71,0.21342932237758594,0.9508284969769434
72,0.21514602309281503,0.9544435757503599
73,0.21159154258814256,0.9511799617682413
74,0.21104991125567427,0.9506585105498178
75,0.2113858768028834,0.9488056219323013
76,0.21431635890257497,0.9507405057234329
77,0.21210363491851073,0.9514820002766201
78,0.21392983557968612,0.9502142714099701
79,0.21183358528250487,0.9490807040255942
80,0.21111447658142046,0.9536158012975704
81,0.21211174241982447,0.951435458275143
82,0.21436095380486794,0.9500669293256375
83,0.21212784957016875,0.9534246057986255
84,0.21643960234459902,0.9478952006231188
85,0.21284807547570192,0.951505617000865
86,0.2110993729461205,0.9487601514542854
87,0.21408909193629844,0.949471925939639
88,0.21072865098004304,0.9506605008399097
89,0.20842652588591587,0.9509306621046753
90,0.21284912976909426,0.9503623187772225
91,0.21278585040742284,0.9528141766148656
92,0.2137463155223071,0.950553641104514
93,0.21459449086581686,0.9489016205639463
94,0.2139756828200802,0.9515247843874194
95,0.21446719231294542,0.9497095490902197
96,0.2130508847795469,0.9524696691479402
97,0.21149450971162712,0.9496617913234604
98,0.21268973848216605,0.9515585155860143
99,0.2114366500517341,0.9546693112925354
100,0.21607803391933136,0.9501320397812221
